PWM;VTotal;VDiodo;CDiodo
125;1.55;0.20;4.30
130;1.58;0.20;4.39
135;1.80;0.21;5.06
140;2.00;0.21;5.69
145;2.09;0.21;5.97
150;2.37;0.22;6.81
155;2.61;0.23;7.56
160;2.71;0.20;7.99
165;3.02;0.23;8.84
170;3.24;0.24;9.53
175;3.31;0.23;9.78
180;3.57;0.24;10.57
185;3.73;0.24;11.06
190;3.82;0.24;11.36
195;3.96;0.25;11.78
200;4.01;0.24;11.95
205;4.13;0.25;12.34
210;4.22;0.25;12.60
215;4.24;0.25;12.66
220;4.36;0.25;13.03
225;4.43;0.25;13.25
230;4.47;0.25;13.39
235;4.54;0.25;13.59
240;4.59;0.25;13.78
245;4.64;0.26;13.90
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.07
5;0.62;0.15;1.49
10;0.18;0.09;0.29
15;0.11;0.06;0.14
20;0.08;0.11;-0.11
25;0.15;0.08;0.23
30;0.18;0.08;0.31
35;0.21;0.08;0.40
40;0.26;0.11;0.48
45;0.29;0.11;0.59
50;0.32;0.12;0.65
55;0.45;0.13;1.02
60;0.43;0.13;0.93
65;0.46;0.13;1.06
70;0.56;0.15;1.29
75;0.58;0.15;1.38
80;0.63;0.15;1.52
85;0.73;0.16;1.82
90;0.78;0.16;1.97
95;0.84;0.16;2.16
100;0.95;0.18;2.47
105;1.04;0.18;2.75
110;1.10;0.18;2.93
115;1.25;0.19;3.37
120;1.36;0.19;3.72
125;1.44;0.19;3.97
130;1.64;0.20;4.58
135;1.84;0.20;5.21
140;1.90;0.20;5.40
145;2.17;0.22;6.19
150;2.39;0.22;6.90
155;2.49;0.18;7.34
160;2.81;0.23;8.18
165;3.04;0.23;8.91
170;3.13;0.23;9.20
175;3.41;0.24;10.05
180;3.58;0.24;10.60
185;3.70;0.24;10.97
190;3.85;0.24;11.44
195;3.90;0.24;11.62
200;4.05;0.25;12.06
205;4.14;0.25;12.37
210;4.16;0.24;12.43
215;4.29;0.25;12.82
220;4.37;0.25;13.06
225;4.42;0.25;13.22
230;4.49;0.25;13.44
235;4.54;0.26;13.59
240;4.58;0.25;13.75
245;4.63;0.25;13.90
250;4.68;0.25;14.06
255;4.73;0.25;14.20
0;2.12;0.21;6.07
5;0.59;0.15;1.41
10;0.17;0.08;0.28
15;0.13;0.07;0.19
20;0.12;0.07;0.17
25;0.14;0.08;0.20
30;0.18;0.11;0.20
35;0.22;0.10;0.39
40;0.25;0.10;0.48
45;0.28;0.11;0.56
50;0.34;0.12;0.70
55;0.38;0.13;0.79
60;0.41;0.09;1.02
65;0.54;0.15;1.24
70;0.53;0.14;1.23
75;0.57;0.15;1.33
80;0.67;0.16;1.63
85;0.71;0.16;1.75
90;0.76;0.16;1.91
95;0.88;0.17;2.27
100;0.94;0.17;2.44
105;1.00;0.18;2.62
110;1.15;0.19;3.07
115;1.23;0.19;3.32
120;1.31;0.19;3.57
125;1.51;0.20;4.14
130;1.61;0.20;4.50
135;1.73;0.16;4.97
140;1.98;0.22;5.60
145;2.13;0.22;6.07
150;2.28;0.22;6.55
155;2.59;0.23;7.49
160;2.76;0.22;8.04
165;2.98;0.23;8.70
170;3.23;0.24;9.48
175;3.36;0.23;9.93
180;3.55;0.24;10.50
185;3.72;0.24;11.03
190;3.78;0.24;11.23
195;3.95;0.25;11.75
200;4.06;0.25;12.10
205;4.08;0.24;12.16
210;4.22;0.25;12.58
215;4.30;0.26;12.82
220;4.35;0.25;13.00
225;4.42;0.25;13.24
230;4.49;0.26;13.41
235;4.54;0.26;13.58
240;4.59;0.26;13.75
245;4.64;0.25;13.95
250;4.68;0.26;14.04
255;4.73;0.26;14.18
0;2.12;0.22;6.05
5;0.57;0.15;1.33
10;0.17;0.09;0.26
15;0.11;0.06;0.14
20;0.12;0.07;0.16
25;0.16;0.09;0.23
30;0.18;0.09;0.29
35;0.22;0.10;0.37
40;0.23;0.11;0.40
45;0.30;0.11;0.59
50;0.33;0.12;0.67
55;0.37;0.12;0.79
60;0.44;0.14;0.98
65;0.47;0.14;1.07
70;0.51;0.11;1.29
75;0.62;0.17;1.43
80;0.65;0.15;1.57
85;0.69;0.16;1.71
90;0.81;0.17;2.03
95;0.86;0.17;2.19
100;0.91;0.17;2.36
105;1.06;0.18;2.78
110;1.12;0.18;2.98
115;1.20;0.18;3.23
120;1.38;0.20;3.75
125;1.47;0.20;4.05
130;1.57;0.16;4.50
135;1.81;0.21;5.07
140;1.94;0.21;5.49
145;2.07;0.21;5.91
150;2.38;0.22;6.83
155;2.53;0.22;7.34
160;2.76;0.23;8.02
165;3.03;0.24;8.84
170;3.17;0.24;9.31
175;3.39;0.24;9.98
180;3.58;0.25;10.57
185;3.66;0.24;10.85
190;3.83;0.25;11.37
195;3.96;0.25;11.78
200;3.98;0.23;11.90
205;4.14;0.25;12.34
210;4.23;0.25;12.61
215;4.28;0.25;12.79
220;4.36;0.25;13.05
225;4.43;0.26;13.22
230;4.48;0.26;13.41
235;4.54;0.26;13.58
240;4.58;0.25;13.76
245;4.63;0.26;13.89
250;4.68;0.26;14.04
255;4.73;0.26;14.17
0;2.12;0.21;6.07
5;0.61;0.15;1.46
10;0.18;0.09;0.28
15;0.11;0.06;0.14
20;0.14;0.07;0.22
25;0.15;0.08;0.22
30;0.18;0.09;0.28
35;0.22;0.14;0.26
40;0.25;0.11;0.47
45;0.29;0.11;0.56
50;0.32;0.12;0.64
55;0.39;0.13;0.82
60;0.42;0.13;0.92
65;0.45;0.14;0.99
70;0.56;0.15;1.30
75;0.58;0.15;1.38
80;0.63;0.11;1.64
85;0.75;0.21;1.72
90;0.78;0.16;1.96
95;0.83;0.16;2.14
100;0.97;0.18;2.53
105;1.02;0.18;2.68
110;1.09;0.16;2.96
115;1.27;0.19;3.41
120;1.33;0.19;3.63
125;1.43;0.19;3.96
130;1.66;0.21;4.61
135;1.75;0.20;4.93
140;1.88;0.21;5.29
145;2.17;0.22;6.21
150;2.31;0.22;6.64
155;2.56;0.23;7.40
160;2.82;0.23;8.19
165;2.95;0.23;8.63
170;3.21;0.24;9.42
175;3.41;0.24;10.05
180;3.50;0.24;10.35
185;3.71;0.25;10.99
190;3.85;0.25;11.44
195;3.88;0.24;11.54
200;4.05;0.25;12.07
205;4.15;0.26;12.35
210;4.21;0.25;12.55
215;4.30;0.25;12.83
220;4.37;0.25;13.06
225;4.42;0.26;13.20
230;4.48;0.26;13.41
235;4.51;0.25;13.50
240;4.59;0.26;13.75
245;4.64;0.26;13.90
250;4.68;0.26;14.04
255;4.73;0.26;14.18
0;2.12;0.22;6.05
5;0.58;0.15;1.37
10;0.17;0.08;0.28
15;0.11;0.06;0.16
20;0.12;0.07;0.16
25;0.14;0.08;0.20
30;0.21;0.09;0.36
35;0.22;0.10;0.37
40;0.25;0.10;0.47
45;0.31;0.15;0.51
50;0.34;0.12;0.68
55;0.37;0.13;0.78
60;0.43;0.14;0.95
65;0.48;0.14;1.09
70;0.52;0.15;1.19
75;0.53;0.15;1.19
80;0.67;0.16;1.64
85;0.70;0.16;1.74
90;0.75;0.16;1.88
95;0.89;0.21;2.17
100;0.93;0.17;2.41
105;1.00;0.17;2.62
110;1.16;0.19;3.09
115;1.22;0.19;3.27
120;1.28;0.20;3.44
125;1.52;0.20;4.17
130;1.59;0.20;4.44
135;1.78;0.21;4.98
140;1.99;0.22;5.63
145;2.10;0.21;6.00
150;2.36;0.22;6.77
155;2.60;0.23;7.53
160;2.73;0.22;7.94
165;3.01;0.24;8.80
170;3.23;0.24;9.50
175;3.33;0.24;9.82
180;3.56;0.25;10.52
185;3.72;0.25;11.03
190;3.77;0.23;11.22
195;3.95;0.25;11.75
200;4.06;0.26;12.07
205;4.13;0.25;12.29
210;4.22;0.26;12.58
215;4.30;0.25;12.85
220;4.35;0.26;13.00
225;4.43;0.26;13.24
230;4.45;0.24;13.34
235;4.54;0.26;13.59
240;4.59;0.26;13.75
245;4.63;0.26;13.89
250;4.68;0.26;14.04
255;4.73;0.26;14.17
0;2.12;0.22;6.05
5;0.56;0.16;1.27
10;0.17;0.08;0.26
15;0.11;0.06;0.14
20;0.12;0.07;0.16
25;0.16;0.08;0.25
30;0.18;0.09;0.29
35;0.21;0.10;0.36
40;0.31;0.12;0.61
45;0.29;0.12;0.56
50;0.33;0.12;0.65
55;0.40;0.13;0.85
60;0.43;0.14;0.93
65;0.47;0.14;1.06
70;0.54;0.15;1.23
75;0.60;0.15;1.41
80;0.64;0.16;1.52
85;0.70;0.16;1.72
90;0.85;0.17;2.16
95;0.85;0.17;2.14
100;0.88;0.18;2.23
105;1.07;0.22;2.70
110;1.11;0.18;2.95
115;1.23;0.19;3.29
120;1.39;0.23;3.69
125;1.45;0.20;3.99
130;1.63;0.21;4.52
135;1.82;0.22;5.10
140;1.91;0.21;5.40
145;2.16;0.22;6.14
150;2.39;0.23;6.84
155;2.51;0.22;7.25
160;2.80;0.23;8.13
165;3.04;0.24;8.88
170;3.14;0.23;9.23
175;3.40;0.25;10.01
180;3.58;0.25;10.58
185;3.63;0.24;10.77
190;3.84;0.25;11.39
195;3.96;0.27;11.71
200;4.04;0.25;12.01
205;4.14;0.26;12.32
210;4.22;0.25;12.60
215;4.29;0.26;12.79
220;4.36;0.26;13.03
225;4.38;0.25;13.11
230;4.48;0.26;13.39
235;4.54;0.26;13.58
240;4.58;0.26;13.72
245;4.64;0.26;13.89
250;4.68;0.26;14.03
255;4.73;0.27;14.15
0;2.13;0.22;6.05
5;0.60;0.16;1.41
10;0.18;0.09;0.28
15;0.11;0.06;0.16
20;0.12;0.07;0.16
25;0.15;0.08;0.20
30;0.18;0.09;0.28
35;0.22;0.10;0.39
40;0.25;0.11;0.45
45;0.28;0.12;0.53
50;0.36;0.14;0.70
55;0.38;0.13;0.79
60;0.42;0.14;0.90
65;0.50;0.15;1.10
70;0.53;0.15;1.21
75;0.58;0.16;1.33
80;0.66;0.17;1.57
85;0.72;0.17;1.77
90;0.77;0.17;1.91
95;0.86;0.18;2.16
100;0.98;0.19;2.51
105;1.01;0.18;2.64
110;1.12;0.20;2.95
115;1.28;0.21;3.38
120;1.32;0.20;3.58
125;1.49;0.21;4.08
130;1.67;0.25;4.48
135;1.74;0.21;4.86
140;1.97;0.22;5.54
145;2.18;0.26;6.11
150;2.30;0.22;6.58
155;2.58;0.24;7.43
160;2.83;0.25;8.18
165;2.93;0.24;8.55
170;3.22;0.25;9.43
175;3.42;0.25;10.05
180;3.48;0.24;10.29
185;3.71;0.25;10.99
190;3.86;0.26;11.42
195;3.94;0.26;11.70
200;4.06;0.26;12.06
205;4.11;0.26;12.23
210;4.22;0.26;12.55
215;4.30;0.26;12.80
220;4.31;0.26;12.86
225;4.42;0.26;13.20
230;4.49;0.26;13.41
235;4.53;0.27;13.53
240;4.59;0.27;13.72
245;4.64;0.27;13.87
250;4.68;0.27;14.01
255;4.73;0.27;14.15
0;2.12;0.22;6.04
5;0.57;0.16;1.32
10;0.12;0.10;0.08
15;0.11;0.07;0.14
20;0.12;0.07;0.16
25;0.14;0.08;0.20
30;0.19;0.10;0.28
35;0.22;0.11;0.34
40;0.24;0.10;0.47
45;0.31;0.13;0.57
50;0.33;0.13;0.64
55;0.37;0.14;0.74
60;0.45;0.17;0.90
65;0.48;0.15;1.04
70;0.52;0.15;1.16
75;0.61;0.17;1.41
80;0.65;0.17;1.54
85;0.70;0.17;1.69
90;0.80;0.18;1.96
95;0.87;0.18;2.20
100;0.92;0.18;2.36
105;1.04;0.20;2.67
110;1.19;0.20;3.15
115;1.21;0.20;3.21
120;1.37;0.21;3.69
125;1.53;0.22;4.17
130;1.58;0.21;4.38
135;1.80;0.22;5.01
140;2.00;0.23;5.63
145;2.09;0.22;5.93
150;2.37;0.23;6.77
155;2.61;0.25;7.49
160;2.72;0.23;7.88
165;3.02;0.25;8.80
170;3.25;0.28;9.40
175;3.32;0.24;9.78
180;3.57;0.26;10.52
185;3.73;0.26;11.00
190;3.82;0.26;11.30
195;3.95;0.26;11.71
200;4.05;0.26;12.04
205;4.13;0.26;12.29
210;4.23;0.27;12.57
215;4.25;0.25;12.68
220;4.36;0.27;13.00
225;4.43;0.27;13.20
230;4.47;0.27;13.34
235;4.54;0.27;13.55
240;4.59;0.27;13.70
245;4.64;0.27;13.87
250;4.68;0.27;14.00
255;4.73;0.27;14.14
0;2.13;0.22;6.04
5;0.63;0.17;1.46
10;0.18;0.10;0.26
15;0.11;0.07;0.12
20;0.12;0.08;0.12
25;0.15;0.09;0.20
30;0.18;0.10;0.26
35;0.21;0.10;0.36
40;0.26;0.12;0.47
45;0.29;0.13;0.53
50;0.33;0.13;0.62
55;0.41;0.15;0.82
60;0.43;0.15;0.90
65;0.47;0.15;1.01
70;0.55;0.16;1.24
75;0.59;0.16;1.37
80;0.64;0.17;1.49
85;0.73;0.18;1.77
90;0.79;0.18;1.96
95;0.84;0.18;2.09
100;0.95;0.19;2.41
105;1.10;0.20;2.89
110;1.10;0.20;2.89
115;1.25;0.21;3.32
120;1.40;0.21;3.79
125;1.45;0.21;3.94
130;1.64;0.22;4.52
135;1.83;0.23;5.07
140;1.91;0.22;5.35
145;2.17;0.23;6.13
150;2.39;0.25;6.81
155;2.50;0.23;7.20
160;2.81;0.24;8.13
165;3.04;0.28;8.75
170;3.13;0.22;9.26
175;3.41;0.26;9.99
180;3.59;0.28;10.50
185;3.64;0.26;10.74
190;3.85;0.26;11.37
195;3.96;0.26;11.73
200;4.04;0.26;11.99
205;4.14;0.27;12.30
210;4.17;0.26;12.41
215;4.29;0.27;12.77
220;4.36;0.27;13.00
225;4.37;0.27;13.03
230;4.48;0.27;13.36
235;4.54;0.27;13.55
240;4.59;0.27;13.70
245;4.64;0.27;13.86
250;4.68;0.27;14.00
255;4.73;0.27;14.14
0;2.13;0.22;6.04
5;0.60;0.17;1.37
10;0.18;0.10;0.25
15;0.08;0.12;-0.14
20;0.12;0.08;0.14
25;0.15;0.09;0.19
30;0.18;0.05;0.40
35;0.22;0.11;0.34
40;0.25;0.12;0.43
45;0.28;0.13;0.50
50;0.41;0.14;0.84
55;0.38;0.14;0.76
60;0.42;0.15;0.85
65;0.50;0.16;1.09
70;0.53;0.16;1.19
75;0.58;0.16;1.32
80;0.67;0.18;1.57
85;0.72;0.18;1.72
90;0.77;0.18;1.88
95;0.87;0.19;2.17
100;1.01;0.19;2.61
105;1.01;0.19;2.59
110;1.14;0.20;2.98
115;1.30;0.21;3.48
120;1.32;0.20;3.55
125;1.50;0.22;4.08
130;1.67;0.22;4.59
135;1.74;0.22;4.84
140;1.97;0.23;5.54
145;2.19;0.24;6.19
150;2.29;0.23;6.53
155;2.59;0.24;7.43
160;2.83;0.26;8.15
165;2.93;0.22;8.63
170;3.23;0.25;9.43
175;3.43;0.26;10.04
180;3.49;0.26;10.27
185;3.72;0.26;10.97
190;3.85;0.26;11.39
195;3.94;0.27;11.67
200;4.06;0.27;12.03
205;4.09;0.26;12.15
210;4.22;0.27;12.54
215;4.30;0.27;12.79
220;4.32;0.27;12.85
225;4.42;0.27;13.17
230;4.49;0.27;13.37
